trade_id,strategy,status,entry_time,entry_price,entry_price_valid,classification,signal_price_in_export,fill_price_recoverable_locally,fill_price_recoverable_via_mt5_deal_history
581832143,EURJPY_AMR,CLOSED,2026-07-29 00:45:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
581914043,CADJPY_ARB,CLOSED,2026-07-29 05:00:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
581914044,GBPJPY_ARB,CLOSED,2026-07-29 05:00:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
583033055,AUDJPY_AMR,CLOSED,2026-07-30 23:45:06+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
583033057,CADJPY_AMR,CLOSED,2026-07-30 23:45:06+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
583622177,CADJPY_AMR,CLOSED,2026-08-02 21:15:06+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
583622176,AUDJPY_AMR,CLOSED,2026-08-02 21:15:06+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
583623638,GBPUSD_MON,CLOSED,2026-08-02 22:00:16+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
583676662,GBPJPY_AMR,CLOSED,2026-08-03 00:45:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
584202064,AUDJPY_AMR,CLOSED,2026-08-03 22:15:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
584202065,CADJPY_AMR,CLOSED,2026-08-03 22:15:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
585486268,AUDJPY_AMR,CLOSED,2026-08-05 22:00:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
586121074,EURJPY_AMR,CLOSED,2026-08-06 22:15:05+00:00,0.0,False,PRE-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",NO (journal fill_price also 0.0 per fix-commit message),UNTESTED -- no 5ers MT5/terminal access this session
586708626,GBPUSD_MON,CLOSED,2026-08-09 22:00:14+00:00,1.34938,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
586714281,AUDJPY_AMR,CLOSED,2026-08-09 22:15:05+00:00,111.553,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
586714282,CADJPY_AMR,CLOSED,2026-08-09 22:15:05+00:00,113.211,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
587348562,AUDJPY_AMR,CLOSED,2026-08-11 00:00:05+00:00,112.3,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
587348576,EURJPY_AMR,CLOSED,2026-08-11 00:00:05+00:00,183.772,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
587366610,GBPJPY_AMR,CLOSED,2026-08-11 00:45:05+00:00,214.913,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
587497789,CADJPY_ARB,CLOSED,2026-08-11 06:00:06+00:00,114.298,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
588015355,EURJPY_AMR,CLOSED,2026-08-12 02:45:06+00:00,183.937,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
588589244,CADJPY_AMR,CLOSED,2026-08-12 23:30:05+00:00,114.306,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
588619758,EURJPY_AMR,CLOSED,2026-08-13 00:45:05+00:00,183.641,True,POST-FIX,"NOT_AVAILABLE (schema has signal_time only, no signal_price column)",N/A (already correct),N/A (already correct)
